guarde,guarded
4725046988190814,4725046988190814647532434236386386024794
714942334386787670582445229660579700,7149423343867876705824452296605797007134
77560879644279202708312,7756087964427920270831215015640634134161
2055916279,2055916279022926005921077105104481033928
disappearin,disappearing
2508396461328929584567927,2508396461328929584567927365409119947616
projecte,projected
6375236479626857,6375236479626857516600665393641422730630
910,9109953327375561090578378455945469160223
35943282742759833,3594328274275983382931099806461605360243
914,9146870159735868589015297010347780503292
446515251235460352674,4465152512354603526742382254148328248990
balder,balderdash
38096,3809656004310586054835577394662503323003
918,9189292646558880593601275151838235485893
01648652613891842243501797,0164865261389184224350179745599361679406
90670,9067009802496281560626258636942322658490
23104043242526785,2310404324252678595556207731054307229803
109288,1092886778920270077504951511405782565295
831778694777804,8317786947778049643439917625492165006086
summariz,summarize
4277945973817146810395192,4277945973817146810395192821550688079136
5708974,5708974893048753897955544443791303790422
exploitin,exploiting
florid,florida
momentari,momentarily
12964478906132000,1296447890613200063096560747882082122140
11889041724570537470755550581632831687,1188904172457053747075555058163283168724
921,92186
41006622017217197,4100662201721719726878930012101267481270
37672745027163897523411142628782,3767274502716389752341114262878287367583
97983328787921441887254985,9798332878792144188725498543014546662945
2182309492703,2182309492703218343678206382655341157162
925,9256555487861614478717581068572356895150
unscath,unscathed
642619597390455450680695,6426195973904554506806952328507518687194
unspec,unspecialized
929,9290684475779825179556975823508437174610
6634838,6634838358967034091155130878201387234947
dubbe,dubbed
874327091662009805771710347,8743270916620098057717103475575333102702
fitne,fitness
8180895021553100673598184430,8180895021553100673598184430429105288459
2125941107,2125941107957349146684680220501816192150
21287689054596358636934487974978,2128768905459635863693448797497848411232
0703403240133480,0703403240133480638851409576955714719036
4699899666,4699899666525731556376458622518628230920
matie,maties
lutin,lutins
932,9328721532351959996167502975324759319099
238129903260198160571971,2381299032601981605719711839506627582203
06906947533431677802632207226265881842,0690694753343167780263220722626588184275
936,9362666446550229073501734765629303331852
311730123819706841614039701983767932,3117301238197068416140397019837679320683
luthe,luther
851784038773326247051945050419847742,8517840387733262470519450504198477420141
38484571,3848457129476738985629393764191440703650
112893,1128936773524995818201177479978863639328
173849,1738497685231362760768684947803649482999
downpou,downpour
238375738042,2383757380428200735858693804433152925312
7906,7906519612917777354183694676232982904981
599618697297,5996186972975658897874108218942233734454
07486215513,0748621551337503677558549413867835292827
06386043198893624986764969,0638604319889362498676496935925695921284
30688683058465080,3068868305846508082886614111979138822898
972317817154372192103946638473715,9723178171543721921039466384737156302267
5160346364438626997,5160346364438626997729575065846892959980
943,9432442614456659212912256488935696550091
615680077,6156800773098441606135584370127757346370
3132737382707595039088,3132737382707595039088253122353687638981
0639888740474218669770934964775817,0639888740474218669770934964775817368358
947,94705
721605546143967733625846,7216055461439677336258462997385077307751
38706485858864,3870648585886462216114103435703428788629
665398949134422551774640,6653989491344225517746402732596722993581
27377802136,2737780213652404028817217012490974899454
simultaneou,simultaneously
7572470936999595749,7572470936999595749669676277240766303535
shoute,shouted
3518813746388710427354476762,3518813746388710427354476762357793399397
768795242244563973018311291451151,7687952422445639730183112914511513227578
enhan,enhance
autobiogr,autobiographical
939757440664912760518878124233683125,9397574406649127605188781242336831254672
67303605612307107239225815047813791,6730360561230710723922581504781379172731
centralisatio,centralisation
83544000186323991490705479778056697,8354400018632399149070547977805669785335
950,9503224002320453633895521539919011035217
champione,championed
999722170380461709289457909627166226074,9997221703804617092894579096271662260740
shouti,shouting
446300550448184,4463005504481849916996622087746140216157
958,9583763453426634209462144266724539871710
7913,7913465443931965254154829494577875758599
360260478907619,3602604789076194559182028936577011641688
7118092384406563531361826769,7118092384406563531361826769237616133892
56165730185404921747716205,5616573018540492174771620516784865079135
preceed,preceeding
9171467622673050442250759,9171467622673050442250759152902517427746
348038221037364469704,3480382210373644697046967493042810911797
0378716,0378716816618909390024386203861000136219
1944756081283,1944756081283193309567968558277193203120
15356334717756643921257339931653,1535633471775664392125733993165330324425
engende,engendered
961,9614308381730362152064229783998253369802
965,9659291850294013160065112439529787436422
969,9691995453009526443984463843465988304182
660455889656832067,6604558896568320670133750574503887211133
6042728986956020699701290636,6042728986956020699701290636784716165479
38041,3804180914917502454334322174459241330379
signa,signal
saluta,salutations
4056166,4056166686766440286821160729483030523646
939757440664912760518878124233683,9397574406649127605188781242336831254672
ploughs,ploughshare
signi,significance
riddli,riddling
730704895093623555076983,7307048950936235550769837881926357141779
signe,signed
riddle,riddles
salute,saluted
11249826143455940,1124982614345594089618135092268576114746
972,9723178171543721921039466384737156302267
1625787047654312,1625787047654312679066121664414228501744
autum,autumn
10456860,1045686070209901260681870498417807917392
976,9760347088440464730831726826112777236133
65624818782002769963734155,6562481878200276996373415588000086785256
lump,lumped
669868370373022004753143381810927,6698683703730220047531433818109270803001
465068448139561667220729261210164,4650684481395616672207292612101646923390
87212364367043314091155733280182977,8721236436704331409115573328018297798873
87432709166200980577171034755,8743270916620098057717103475575333102702
9941095954923214,9941095954923214344060676347697130895133
84203105364183675373594176373955988088,8420310536418367537359417637395598808859
380418091491750245433432,3804180914917502454334322174459241330379
48162237679041492674,4816223767904149267426000710459226953148
767188007612415196706415211,7671880076124151967064152117653084325544
stalwart,stalwarts
2917109318028235504255365399716605,2917109318028235504255365399716605475390
48998507,4899850763163066805026711594463629352512
983,9839974497204728788183120023338329803056
322889953285828,3228899532858283977621846009676692675812
remorsele,remorselessly
22766575521066367,2276657552106636718796032175271844046515
25882568064389463898808727352844064622,2588256806438946389880872735284406462208
987,9874663685629265505822288771322178144048
873106318111989880289722,8731063181119898802897228497905510751484
47250469881908146475324342363863860247,4725046988190814647532434236386386024794
9352580382422737761,9352580382422737761243690870987518914904
49432869177701901289142201887477604,4943286917770190128914220188747760484939
peasant,peasants
55847475151626781,5584747515162678153094655412405240916638
307099566226620303182649365733698419555,3070995662266203031826493657336984195557
blacks,blacksmith
maiden,maidens
990,9907582801661112006314541131514410887576
blackg,blackguardly
994,9946666520375302719237642525529103479503
autog,autograph
7953,7953593440354945217396032709540771210733
decemb,december
669868370373022004,6698683703730220047531433818109270803001
32881120521464898,3288112052146489805180092024719391710555
7957,7957542001959919192407076158230023289774
0595547112244390319,0595547112244390319647664276103816428591
1679508874879344167595983619600109948,1679508874879344167595983619600109948387
88439087887926218820230552993713239719,8843908788792621882023055299371323971943
7971,7971881878543767977516759278223003129455
autos,autosave
269402159407924480541255,2694021594079244805412553604313179926967
614492247512488957,6144922475124889575348359262262635454067
21630687096341197519257743186836,2163068709634119751925774318683671722139
34603776872923600138656959395,3460377687292360013865695939523007680913
47481372190175074700005571108178930354,4748137219017507470000557110817893035489
clanki,clanking
7968,7968148488234293202301212803232746039221
stillnes,stillness
8542441280599762850548,8542441280599762850548891309833176188498
17682183550088296474106558148,1768218355008829647410655814882049239533
10814004,1081400423114185258032932673963245969140
7429591180747453,7429591180747453419551420351726184200845
77186748491147503180177330,7718674849114750318017733046899093179744
035402123407849819334,0354021234078498193343210681701210056278
sieg,siege
lure,lured
8506759050366,8506759050366239172210873233316990960336
00290866830543178700935,0029086683054317870093550669443891319133
294523488098,2945234880983414766455593422094020597334
9520363356199476919379,9520363356199476919379650650168087102507
munic,municipal
4589875941266546094,4589875941266546094142114475400072117906
7975,7975108599113980768447326394264194520631
39375771859916,3937577185991633511216344103791045184501
2555141291785030324712634180765251878,2555141291785030324712634180765251878029
637523647962685751660,6375236479626857516600665393641422730630
penal,penalty
25454327419,2545432741934959955695902432790971743922
centuri,centuries
5331,5331904743954740664015260871940915743955
62265414106724648721617,6226541410672464872161743513173976971222
declinin,declining
4694359374081585364819125280,4694359374081585364819125280049207240421
90913544078,9091354407852685476254126683398240534022
4210687813497,4210687813497346959246469752506246958616
comfort,comfortable
spontane,spontaneous
56278277598,5627827759878813649195125748332879377157
deceiv,deceived
50832803187867077511775256639634792592,5083280318786707751177525663963479259219
8223534992935,8223534992935822836851007810884634349983
153198198710616109850375,1531981987106161098503757589655767289040
7986,7986563590796846219153494458767717006377
unfitt,unfitted
330925,3309250834966458416565542612941951088471
2128768905459635863693448797497,2128768905459635863693448797497848411232
auth,author
677500859601284,6775008596012847528925946334831240876674
7687952422,7687952422445639730183112914511513227578
jona,jonah
9403090486349605340549312999,9403090486349605340549312999194960879579
jone,jones
005983764827033398594200985823514001795,0059837648270333985942009858235140017950
3964479101459040905862984967912874068,3964479101459040905862984967912874068705
0345261665892577931395405145369730429,0345261665892577931395405145369730429462
sift,sifted
21152969752189087,2115296975218908740196609066518035165017
88220737929214095487179569478544,8822073792921409548717956947854414951731
60427289,6042728986956020699701290636784716165479
28958496256,2895849625656881972792768694795806100573
429199069631173977878750815602,4291990696311739778787508156022736882496
ordinanc,ordinance
playt,plaything
252012408134522859746267151,2520124081345228597462671517715222306374
dilapidat,dilapidated
97803368022815422349018373749,9780336802281542234901837374941179732544
85684168100387238,8568416810038723892144831760701166845038
934283182,9342831826509089793508696989505426358430
deter,determined
exaltati,exaltation
852221830755306118393,8522218307553061183933269341644594153426
luri,lurid
4461642557503400142898255,4461642557503400142898255762038636438413
55342774617635549231817456159185668061,5534277461763554923181745615918566806168
51881694803221002,5188169480322100251542649463981287367765
arreste,arrested
bunch,bunches
5547465540000517,5547465540000517662402028259448288338118
chatt,chattering
estoni,estonia
44651525123546035267,4465152512354603526742382254148328248990
477214821281576072753051733309,4772148212815760727530517333096345590932
00610377940716634200,0061037794071663420027358289119941826478
632599158164499361455172452057020,6325991581644993614551724520570204430937
385208650815449135013649169863904812566,3852086508154491350136491698639048125666
6693134,6693134575284011873746854691620648991164
9304578831285417470790597959,9304578831285417470790597959094316277223
acknowledgm,acknowledgment
4648235308354013233292486,4648235308354013233292486403731800319520
2140002195161134,2140002195161134233705835911154521729372
8943358691,8943358691959604936409651570327527570641
disfranc,disfranchise
penet,penetrate
total,totally
immut,immutable
0408971634,0408971634671637090249067747363091369040
133406972822555353000447439588300,1334069728225553530004474395883007979973
49958862342818997077,4995886234281899707733276171783928034946
7279025670059258544310277046369110988,7279025670059258544310277046369110988005
clergyma,clergyman
687529211359,6875292113593222026568185641826082753879
5371,5371744909037699041455552602491901263414
5375,5375301609214221959406387870747879911949
61602962113570056638347990334049,6160296211357005663834799033404962387594
interesting,interestingest
authoritati,authoritative
952036335619947691,9520363356199476919379650650168087102507
conjure,conjured
acknowledge,acknowledged
46950184621407364939173662,4695018462140736493917366254937783014074
1081604152,1081604152410021419593734978643166155673
6370897,6370897340146753465517470747096935814912
candl,candle
matth,matthews
decenc,decency
cunning,cunningly
susqueh,susquehanna
introd,introduced
5017924552067329003818814068,5017924552067329003818814068686247959272
7907192546246309055749298781661271,7907192546246309055749298781661271916548
4210687813497346959,4210687813497346959246469752506246958616
insolent,insolently
613264188235860365690547733430709,6132641882358603656905477334307091175915
corpora,corporation
595527734907178379,5955277349071783793421637012050054513263
5122105105209083470744398613,5122105105209083470744398613782908235277
661399609753105295,6613996097531052957735846185258652118933
810597603263251746405,8105976032632517464050164546062667655290
474782,4747824066992827714006903166070995147315
9626448772056043078634808885,9626448772056043078634808885709143464793
wayla,waylay
lustr,lustral
48314766781836446565100244678,4831476678183644656510024467827445695591
4797346759931594,4797346759931594651478702506527108350878
overste,overstepped
848148810833946900,8481488108339469000163807910759607455046
38834998,3883499894707416181550125397064648171946
swathe,swathed
8976400282,8976400282764841416058720618418529718915
metaphysica,metaphysical
415811713532920358731641688391079940,4158117135329203587316416883910799400067
512765822,5127658225719070553765245528551159863642
13527836951177883863874,1352783695117788386387443966253224985065
241165398064678544427312446217949130,2411653980646785444273124462179491306502
fancifu,fanciful
oversta,overstates
masti,mastiffs
9718597689704275904150094659,9718597689704275904150094659525276348762
867572975189214295652512486943,8675729751892142956525124869439837290474
05446107397940247518441555817808,0544610739794024751844155581780879628222
maste,master
31687663,3168766305099837441859803498821239340919
91277105385,9127710538552661926903526081367717666435
7857147002108731469325455,7857147002108731469325455792313475724364
fatherhoo,fatherhood
798673920803845633723311983855862,7986739208038456337233119838558626380085
simo,simon
01471174784648392412256765235,0147117478464839241225676523593418554066
67706419,6770641995391119488812406598216857871313
912611311731416906660606761379769012314,9126113117314169066606067613797690123141
9589582881907490040331593,9589582881907490040331593436076189609669
undistinguish,undistinguished
silv,silver
goodlook,goodlooking
transpire,transpires
04767033866,0476703386641002527727680088638326662948
73336334257685988,7333633425768598836125272025094401943067
16610,1661080277379848576543481249822444235828
456433211043194,4564332110431948214212997931881046363995
implie,implied
30167951367104751046966900,3016795136710475104696690012177771280655
1397359441023744329709355477982629614,1397359441023744329709355477982629614591
813586711735236496412105885493449664,8135867117352364964121058854934496645898
inscrip,inscriptions
09057693404906146176607094380110915443,0905769340490614617660709438011091544326
850675905036623917221087,8506759050366239172210873233316990960336
802072839441826,8020728394418264502183131483366019384891
90230668,9023066893064178977808158101360449495409
computeriz,computerized
852221,8522218307553061183933269341644594153426
confirm,confirmed
unprofita,unprofitable
hierarch,hierarchy
vacillat,vacillating
541596099324867822475424361758944371,5415960993248678224754243617589443717914
4431325,4431325347713094186717178607522981373539
17388617611936226768905769,1738861761193622676890576955693918707703
8408570397815199814882239005994891194,8408570397815199814882239005994891194647
hindquart,hindquarters
70097099520,7009709952053919309793194958832659221715
2341169501745502360505,2341169501745502360505475824093175657701
604040848379619072542165869409486682092,6040408483796190725421658694094866820923
confine,confined
4151547655018,4151547655018391755772677897148793477372
229576351482208269895193668033,2295763514822082698951936680331825288693
4943286,4943286917770190128914220188747760484939
843813060955526227208375186298370667,8438130609555262272083751862983706678722
0380976919326064376087,0380976919326064376087432093856028156428
350015970,3500159704041919956050970536469647314244
2044102134790034,2044102134790034598411927024921557026873
95805912376125120301098386784119,9580591237612512030109838678411957258877
70995740778678934,7099574077867893493119752042379250228513
consort,consorts
0287529864161287496473708,0287529864161287496473708235188892189612
898281725690484184326061,8982817256904841843260619462542766936889
2590774886105493806116954,2590774886105493806116954293569077377792
8420209894591555760083897989,8420209894591555760083897989949964566262
courthous,courthouses
449834141919799,4498341419197991817990986463158324602151
988451414146931171931,9884514141469311719314272028007223449941
mutuall,mutually
8722805208,8722805208286763003610917345086321330336
126915526457574786,1269155264575747869859642421765928968623
sinl,sinless
25342799220134638,2534279922013463805383423696437674288625
demonstrati,demonstrations
7291964,7291964034093571225623659496432076928058
degree,degrees
cpet_projects_in_electronic,cpet_projects_in_electronic_text
2414019075468160,2414019075468160777097792057938389537819
7104284598160899610194,7104284598160899610194569164698383771826
81348492922996,8134849292299647248229359787842720945578
000964063154070182028924466731505,0009640631540701820289244667315059736321
301420713301799923263819820940,3014207133017999232638198209404299337779
clangi,clanging
demonstrate,demonstrated
apolog,apologize
hire,hired
8317786947,8317786947778049643439917625492165006086
7061826,7061826549138518132673748522718826791791
susten,sustenance
hiri,hiring
donkey,donkeys
330352211182907159753882183977,3303522111829071597538821839777552812981
19584102925256853656181313878,1958410292525685365618131387840864771470
769747744519470438367396000765,7697477445194704383673960007657862824547
irresponsibl,irresponsible
8851750122504754,8851750122504754778999508544083983800725
22318770653952757838744542,2231877065395275783874454229129966623016
362720909,3627209095655008464866053689754984789958
cister,cistern
1416928368190255,1416928368190255151086574637721112523897
525714904543279251907940071115047,5257149045432792519079400711150478537803
508591,5085915126581214382337107294914808847235
blueb,bluebird
280101006681787867,2801010066817878677611982596153764364182
25825030294107389,2582503029410738914441818378779490613137
4988616570948466657706745770,4988616570948466657706745770002071443325
740821130783,7408211307834360326940015926958459588297
3907386708329869,3907386708329869107809349582888870711065
9058914864,9058914864221279680429847253562372028878
2595690328869,2595690328869282912601392675878582847655
14136204892655566810946707638653,1413620489265556681094670763865360830158
56444730583451529141256,5644473058345152914125616799705696574261
8817224421649554168897855582,8817224421649554168897855582651980462455
287114874953186218094,2871148749531862180941719676843144666435
874145924646174,8741459246461740473527525050678399227312
34337978931582039412878989728973298812,3433797893158203941287898972897329881255
nightl,nightly
54159609932486782247542436175,5415960993248678224754243617589443717914
interco,intercourse
9590625444647433175999968516366030521,9590625444647433175999968516366030521642
711809238440656353136182,7118092384406563531361826769237616133892
hitc,hitched
sism,sismondi
justifi,justified
aval,avalanche
24551650808864421212113914352453935,2455165080886442121211391435245393522552
8500685262025843284208558,8500685262025843284208558233856693664984
4648523,4648523633247591026705624663508025530581
16090967192007237658894226186550,1609096719200723765889422618655048755261
85115987454340932,8511598745434093204010221898270753921240
02060,0206070038212628417236796273071914050080
sisterhood,sisterhoods
0796707076881350222305,0796707076881350222305805622259429830968
fiddlestick,fiddlesticks
4537837844724692888305469,4537837844724692888305469790001312489521
38012,3801296864037978355355907135570836994731
20944212,2094421226279437073328703410646312100557
unremit,unremitting
joyl,joyless
5322613212098258391,5322613212098258391805383608141447913203
700446890110499239392180881,7004468901104992393921808815562619183440
483562696166198057252661,4835626961661980572526612206797540621062
1340230545508,1340230545508113902367680386497238999242
8822073792,8822073792921409548717956947854414951731
6690773118,6690773118001211882997373198910060609668
5755129889483479742332285,5755129889483479742332285450414052735423
46822059392167335948,4682205939216733594850578496228079324226
suppositi,supposition
5331904743954740664,5331904743954740664015260871940915743955
monarchic,monarchical
10017724378401677231668020041625472,1001772437840167723166802004162547244179
echoe,echoed
549227581151,5492275811517093149218795927180019409688
1772287129164002237230234809031,1772287129164002237230234809031485343677
5851180630364428123149655,5851180630364428123149655070475102544650
taxabl,taxable
charlata,charlatan
425869829469593080191,4258698294695930801915298721172556347546
296050820341593880600656184573508180,2960508203415938806006561845735081804032
296424375787,2964243757871292943936617736283013659587
observation,observations
firmes,firmest
377163205651835197010011,3771632056518351970100115722010956997890
interpl,interplay
capturin,capturing
30210273921378841525047570453387800,3021027392137884152504757045338780024673
79925959814122187352384079574161233,7992595981412218735238407957416123372264
6425336666311433321,6425336666311433321645213882557346329366
28680,2868081324793106686855857401668022408227
baubl,bauble
sensitiven,sensitiveness
46460998,4646099819257616235478710913832967563761
skirtin,skirting
383094339,3830943399938338801883955382154037144739
11201876185312567101502122,1120187618531256710150212239401285668608
kindline,kindliness
9474093925840736,9474093925840736205824284934902475688335
regene,regeneration
3671090592,3671090592361551138604472463787212446125
2801010066,2801010066817878677611982596153764364182
8675729751892,8675729751892142956525124869439837290474
8424333555095,8424333555095822191286279720545546626709
85006852620258432842,8500685262025843284208558233856693664984
plait,plaited
063093061019303182326666420628,0630930610193031823266664206281551296476
781635709763,7816357097637814023962825054332801828798
lazil,lazily
8982817256904841,8982817256904841843260619462542766936889
216248379173733032981234952898409,2162483791737330329812349528984098613273
986451733662,9864517336625329511775105559014160459873
03362106542,0336210654228218767395801212864427885474
283816943309,2838169433097501291854459692338873328861
81449126925350768211098738352197507,8144912692535076821109873835219750773665
41263534641318185879248076,4126353464131818587924807605532681228815
31352470996993362568,3135247099699336256810236039226404358878
implem,implements
787093765022601492910115171776,7870937650226014929101151717763594460202
26004,2600436885088171572386698422422010249505
0106427698596232604,0106427698596232604018637335728466795312
518404451,5184044517042701893819942434100905753762
94740186225988149854660,9474018622598814985466073778769878154236
backbo,backbone
5618085970100800,5618085970100800816225574550391013219819
4462920932399941759337491789978648,4462920932399941759337491789978648495814
paracelsu,paracelsus
7229025095430141822571803313001481133,7229025095430141822571803313001481133777
forebodin,forebodings
interme,interment
821895790908865085382490,8218957909088650853824908489044217555309
63155719270363634503952960436288508855,6315571927036363450395296043628850885551
6242015935078520825,6242015935078520825600604101556889899501
7718674849114750318017733,7718674849114750318017733046899093179744
8986017946587,8986017946587214444951988015508040425064
intermi,interminable
1869916091,1869916091555091087891943125367194565126
9622093675058,9622093675058841609752282328250433712970
6402636703151957650493344879513,6402636703151957650493344879513766262192
1194754452132173222587555048,1194754452132173222587555048979926746854
109971588312,1099715883127800208982759358981064821179
6876896,6876896414259601646896471063480741099285
438177608100773,4381776081007739183393749346933644748150
8188440578002884401,8188440578002884401812903137865379486961
177450082837693570099541,1774500828376935700995419541839029151033
infantic,infanticide
9163278018852,9163278018852504558488782722376705263811
3052319905218,3052319905218571862854368757786091572692
26679043961423185299198,2667904396142318529919891810655544124772
readn,readnow
30142071330179992326381982094,3014207133017999232638198209404299337779
56348010818356182372177082236423186591,5634801081835618237217708223642318659159
informat,information
6456291805905295974791266162882,6456291805905295974791266162882381429824
romantici,romanticized
598793163688923009879312773617821,5987931636889230098793127736178215424999
95047405652104,9504740565210410022689878585254706890316
710428459816089961019,7104284598160899610194569164698383771826
romantica,romantically
305231990521,3052319905218571862854368757786091572692
70399318040249288144306496147476000876,7039931804024928814430649614747600087654
656248187820027699637341558800008,6562481878200276996373415588000086785256
reproac,reproach
810597,8105976032632517464050164546062667655290
012817054306798526186894989,0128170543067985261868949895004918275008
194745702358295481,1947457023582954813657818098679440202202
discourage,discouraged
22827666430926490059224981,2282766643092649005922498102910687594345
2160749469654989210,2160749469654989210474443927871934536701
1540756,1540756377022274013584110907607846478007
48117829,4811782983494172116749194256016086853324
427403646659415,4274036466594154400092799908634806622334
54140008053148206971,5414000805314820697137262149755576051890
5928418041510,5928418041510055519914656493487279696935
43852827016582461920922,4385282701658246192092219529134323496779
64253366663114333216452138825573463,6425336666311433321645213882557346329366
intgrou,intgroup
7429591180,7429591180747453419551420351726184200845
tormentor,tormentors
ronces,roncesvalles
elega,elegant
87146,8714603175399666877477960121790688623311
6395173941101311525027,6395173941101311525027504657493430637665
avid,avidity
9664362247236,9664362247236448986489768571001736435473
979199294803825498028594602905,9791992948038254980285946029052763145580
85409178786688269476027,8540917878668826947602781853283155445565
61331384583000752044933826560297606737,6133138458300075204493382656029760673711
unuttera,unutterable
09492984752274625345642567022546,0949298475227462534564256702254695786484
591235850492830288329,5912358504928302883293448928459137362162
30572622111045833007893316981916,3057262211104583300789331698191603917150
481990225399022315913388,4819902253990223159133881458514872251265
867572975189214295652,8675729751892142956525124869439837290474
0143502160890185703558173,0143502160890185703558173661823437491622
4646099819,4646099819257616235478710913832967563761
characteri,characteristics
01584946840224344163938313618,0158494684022434416393831361874227541771
930341237624838017584,9303412376248380175840467851210698290605
34250171325558818113295504095,3425017132555881811329550409521783013946
encampmen,encampment
metrone,metronet
19929631171958212626,1992963117195821262627236458009708099166
inserte,inserted
upda,updated
4771881533990204703674908435930908635,4771881533990204703674908435930908635477
2713836057729788241,2713836057729788241256119071766394650706
215603674828608,2156036748286083786568030730626576334697
5098764283280,5098764283280290844566202167836226727229
stormil,stormily
26940215940792448054125536043,2694021594079244805412553604313179926967
962574244254205467857674781909594865,9625742442542054678576747819095948650057
52540636912850105,5254063691285010599912421270508133194975
applica,applicable
6052726059944320443056274522,6052726059944320443056274522916128891766
70281506786,7028150678628108252432229799853917598451
outstan,outstanding
2595690328869282,2595690328869282912601392675878582847655
681986701778616726,6819867017786167267197237415691788000169
7429591180747453419551420351726184,7429591180747453419551420351726184200845
1119639279410696,1119639279410696194654264800067617276181
899001749862948883362389858632127176,8990017498629488833623898586321271765713
182851675113581714726258285969407,1828516751135817147262582859694079851857
sailorma,sailorman
51982883367395714360000003439863363,5198288336739571436000000343986336321209
check,checks
71102203537271661123048,7110220353727166112304857340460879272501
2573965950289645637766,2573965950289645637766038988037941517917
208398245945766133427,2083982459457661334271056495719356443156
9381151373227536450988,9381151373227536450988890313602057248176
63623051017731322685792328321648189,6362305101773132268579232832164818921732
89439039717,8943903971771951806990869986066365832322
842020989459155576008389798994996456626,8420209894591555760083897989949964566262
72521265425028986122593064,7252126542502898612259306484105898847129
58692917918241506805300255337041277870,5869291791824150680530025533704127787034
331681162551898060409,3316811625518980604091830189075121701929
prohibitin,prohibiting
604871342370429,6048713423704295727578625493659178054016
matche,matches
88824934213,8882493421364424178335193197865439402014
38219395202927917973247094559691016,3821939520292791797324709455969101640298
097690456341576573395549588448948,0976904563415765733955495884489480936040
25555736557083150,2555573655708315032001908299209654549873
figger,figgers
uncompres,uncompress
5257149045432792519079400711150478,5257149045432792519079400711150478537803
secher,secheron
72105648619186,7210564861918603858715882024476138160390
3836281246291181177609494,3836281246291181177609494118801059463366
484964453434612129224964732356,4849644534346121292249647323561263219511
1535633471775664392125733993165330324,1535633471775664392125733993165330324425
532261321209825839180,5322613212098258391805383608141447913203
139159746453480609960155,1391597464534806099601555877223193450760
5823435303,5823435303728330950372902242980276845155
uphe,upheld
5409,5409802610781691689418764353363449482900
redre,redress
aggrieve,aggrieved
accumulatin,accumulating
047670338664100252772,0476703386641002527727680088638326662948
explorator,exploratory
754042059114649308,7540420591146493088821905024885764575208
transcen,transcendental
5405,5405141956107800902986670146352385320660
97803368022815422,9780336802281542234901837374941179732544
610843702294730266721499164849,6108437022947302667214991648496107468032
814622364299493902073285072098040,8146223642994939020732850720980409053000
429233451704224266796,4292334517042242667960707540402855118239
1634559719444199434,1634559719444199434462476112384461761573
wishin,wishing
5367946548933,5367946548933752603229062776319833379768
8485977,8485977112648035237602546971430931663653
64713304954355504479027712869,6471330495435550447902771286900956433579
11416195639424143122543970991635651028,1141619563942414312254397099163565102848
3917971064630990628,3917971064630990628548370283611848667221
53226132120982583918053836081,5322613212098258391805383608141447913203
141806222223457185679415072995262010862,1418062222234571856794150729952620108620
91319023703,9131902370311779690892786623112661337671
6521469602766,6521469602766258359905198704230017946553
reservation,reservations
5427696553559647894501660138162951779,5427696553559647894501660138162951779085
9939049668221,9939049668221127681583165112468664511673
interloc,interlocked
seizur,seizure
5430,5430642613425266847259491431423939884543
395519642603974438298748,3955196426039744382987482232266203635286
scanni,scanning
3804180914917502454334322174,3804180914917502454334322174459241330379
scanne,scanned
dishone,dishonesty
6268422476812003327957705939461318525,6268422476812003327957705939461318525235
899658937,8996589374772875139337710556980245575743
05982676094,0598267609442032619242853170187817729602
92875113858569733819760835244232,9287511385856973381976083524423240466778
5427,5427570641944088338168411111662007597872
0783145775891280203970,0783145775891280203970053633193821100095
poores,poorest
13527836951177883,1352783695117788386387443966253224985065
58658260360723069525761131841342252,5865826036072306952576113184134225274786
6631880502655592956812395968044929,6631880502655592956812395968044929516661
048956952928011269863253364673717951936,0489569529280112698632533646737179519363
766649106862033378713826058987655210,7666491068620333787138260589876552104236
5675557294585962182052650473353712,5675557294585962182052650473353712351623
6510020,6510020265437126004664193554616583894595
301420713301799923,3014207133017999232638198209404299337779
5438,5438509396712991806747190988531271072672
6000837197352638383899678918460032,6000837197352638383899678918460032707368
bandersna,bandersnatch
oversiz,oversized
upla,upland
06309306101930318232666642062,0630930610193031823266664206281551296476
ownersh,ownership
upli,uplift
orphanhoo,orphanhood
16640617081316020782133412603568520,1664061708131602078213341260356852013161
pauperi,pauperism
89198680265619723642084750496266160,8919868026561972364208475049626616077970
73842517229,7384251722934396013721240628678363667584
071213453983,0712134539837113575009758544059395586617
4231429807789561705125,4231429807789561705125693005180428747236
9978940,9978940439084744359697205206599901782853
484261267842177977282,4842612678421779772826898973500795450583
0523918754374252658168500,0523918754374252658168500305230187709615
5853629387379236992883704,5853629387379236992883704790048472224037
capital,capitalist
63751546304833112,6375154630483311272223181233837177980043
21308118913500279654910344806,2130811891350027965491034480615017040726
831880854367327806879771659111654224453,8318808543673278068797716591116542244538
24248361379647569248,2424836137964756924820763213564273572616
280101006681787867761198259615376,2801010066817878677611982596153764364182
7958736383501937142786471398054038,7958736383501937142786471398054038215513
027616695827898291,0276166958278982913613535306291331427881
2251559647040,2251559647040612970477598185518784414199
vigilan,vigilance
569261451088578122,5692614510885781224913961691253420291813
262684177088590284321676352132,2626841770885902843216763521326308388127
plead,pleading
26004368850881715723866,2600436885088171572386698422422010249505
7968148488234293202,7968148488234293202301212803232746039221
556095535107998718504,5560955351079987185041352121321534713770
7488847646220303256377511125340600879,7488847646220303256377511125340600879369
21834085988207186468262,2183408598820718646826232150802882863597
63155,6315571927036363450395296043628850885551
thankles,thankless
798656359079684621915349445876,7986563590796846219153494458767717006377
befriendi,befriending
oversha,overshadows
